Year	Lon	Lat	M
   2.0020244e+03   1.0243000e+02   3.7730000e+01   2.5000000e+00
   2.0020246e+03   1.0653000e+02   3.9070000e+01   1.9000000e+00
   2.0020279e+03   1.0305000e+02   3.8230000e+01   3.1000000e+00
   2.0020292e+03   1.0225000e+02   3.7580000e+01   2.0000000e+00
   2.0020360e+03   1.0223000e+02   3.7900000e+01   2.3000000e+00
   2.0020416e+03   1.0562000e+02   3.8300000e+01   2.1000000e+00
   2.0020423e+03   1.0672000e+02   3.5350000e+01   2.9000000e+00
   2.0020462e+03   1.0668000e+02   3.5250000e+01   2.6000000e+00
   2.0020509e+03   1.0217000e+02   3.7870000e+01   4.3000000e+00
   2.0020509e+03   1.0217000e+02   3.7870000e+01   4.3000000e+00
   2.0020509e+03   1.0212000e+02   3.7630000e+01   4.0000000e+00
   2.0020511e+03   1.0218000e+02   3.7870000e+01   2.1000000e+00
   2.0020511e+03   1.0218000e+02   3.7650000e+01   2.2000000e+00
   2.0020517e+03   1.0223000e+02   3.7770000e+01   2.9000000e+00
   2.0020517e+03   1.0223000e+02   3.7900000e+01   2.7000000e+00
   2.0020525e+03   1.0227000e+02   3.7480000e+01   2.5000000e+00
   2.0020525e+03   1.0227000e+02   3.7550000e+01   2.8000000e+00
   2.0020556e+03   1.0225000e+02   3.7830000e+01   2.1000000e+00
   2.0020582e+03   1.0225000e+02   3.7450000e+01   2.2000000e+00
   2.0020582e+03   1.0233000e+02   3.7570000e+01   2.3000000e+00
   2.0020585e+03   1.0628000e+02   3.8070000e+01   3.2000000e+00
   2.0020585e+03   1.0628000e+02   3.8070000e+01   3.2000000e+00
   2.0020589e+03   1.0325000e+02   3.6850000e+01   2.1000000e+00
   2.0020605e+03   1.0635000e+02   3.8000000e+01   1.7000000e+00
   2.0020610e+03   1.0228000e+02   3.7530000e+01   2.6000000e+00
   2.0020610e+03   1.0227000e+02   3.7470000e+01   2.3000000e+00
   2.0020647e+03   1.0610000e+02   3.5980000e+01   2.2000000e+00
   2.0020647e+03   1.0617000e+02   3.5970000e+01   1.8000000e+00
   2.0020717e+03   1.0618000e+02   3.8320000e+01   2.0000000e+00
   2.0020721e+03   1.0633000e+02   3.6080000e+01   2.6000000e+00
   2.0020721e+03   1.0642000e+02   3.6120000e+01   2.5000000e+00
   2.0020723e+03   1.0627000e+02   3.8280000e+01   2.0000000e+00
   2.0020733e+03   1.0608000e+02   3.9280000e+01   1.3000000e+00
   2.0020747e+03   1.0332000e+02   3.6800000e+01   2.2000000e+00
   2.0020747e+03   1.0328000e+02   3.6770000e+01   2.0000000e+00
   2.0020753e+03   1.0247000e+02   3.9270000e+01   2.6000000e+00
   2.0020812e+03   1.0285000e+02   3.8600000e+01   2.2000000e+00
   2.0020856e+03   1.0333000e+02   3.6820000e+01   2.4000000e+00
   2.0020856e+03   1.0327000e+02   3.6930000e+01   2.8000000e+00
   2.0021113e+03   1.0263000e+02   3.7050000e+01   2.8000000e+00
   2.0021113e+03   1.0258000e+02   3.6970000e+01   2.5000000e+00
   2.0021121e+03   1.0622000e+02   3.8270000e+01   2.4000000e+00
   2.0021121e+03   1.0628000e+02   3.8430000e+01   2.3000000e+00
   2.0021128e+03   1.0643000e+02   3.8970000e+01   1.5000000e+00
   2.0021148e+03   1.0208000e+02   3.8730000e+01   2.6000000e+00
   2.0021160e+03   1.0213000e+02   3.7850000e+01   2.6000000e+00
   2.0021160e+03   1.0225000e+02   3.7720000e+01   2.2000000e+00
   2.0021218e+03   1.0223000e+02   3.7750000e+01   2.0000000e+00
   2.0021315e+03   1.0493000e+02   3.5770000e+01   2.1000000e+00
   2.0021415e+03   1.0667000e+02   3.5270000e+01   3.2000000e+00
   2.0021415e+03   1.0683000e+02   3.5250000e+01   2.9000000e+00
   2.0021433e+03   1.0213000e+02   3.7730000e+01   3.1000000e+00
   2.0021433e+03   1.0228000e+02   3.7700000e+01   3.3000000e+00
   2.0021510e+03   1.0628000e+02   3.7300000e+01   1.0000000e+00
   2.0021511e+03   1.0273000e+02   3.7520000e+01   2.2000000e+00
   2.0021511e+03   1.0258000e+02   3.7480000e+01   2.2000000e+00
   2.0021567e+03   1.0363000e+02   3.7230000e+01   4.3000000e+00
   2.0021567e+03   1.0368000e+02   3.7120000e+01   4.0000000e+00
   2.0021567e+03   1.0368000e+02   3.7120000e+01   4.0000000e+00
   2.0021584e+03   1.0672000e+02   3.5270000e+01   2.7000000e+00
   2.0021584e+03   1.0678000e+02   3.5370000e+01   2.5000000e+00
   2.0021586e+03   1.0280000e+02   3.7470000e+01   2.2000000e+00
   2.0021606e+03   1.0230000e+02   3.7400000e+01   2.3000000e+00
   2.0021606e+03   1.0225000e+02   3.7550000e+01   2.5000000e+00
   2.0021622e+03   1.0617000e+02   3.5970000e+01   1.5000000e+00
   2.0021692e+03   1.0607000e+02   3.8330000e+01   1.9000000e+00
   2.0021730e+03   1.0637000e+02   3.5420000e+01   2.2000000e+00
   2.0021732e+03   1.0337000e+02   3.6830000e+01   2.7000000e+00
   2.0021732e+03   1.0325000e+02   3.6920000e+01   3.0000000e+00
   2.0021735e+03   1.0278000e+02   3.6380000e+01   2.2000000e+00
   2.0021735e+03   1.0297000e+02   3.6450000e+01   2.4000000e+00
   2.0021745e+03   1.0560000e+02   3.6520000e+01   1.0000000e+00
   2.0021818e+03   1.0670000e+02   3.5470000e+01   2.2000000e+00
   2.0021824e+03   1.0617000e+02   3.5970000e+01   1.3000000e+00
   2.0021824e+03   1.0375000e+02   3.7120000e+01   3.1000000e+00
   2.0021841e+03   1.0697000e+02   3.5350000e+01   2.7000000e+00
   2.0021862e+03   1.0265000e+02   3.7400000e+01   2.4000000e+00
   2.0021862e+03   1.0275000e+02   3.7500000e+01   2.7000000e+00
   2.0021864e+03   1.0620000e+02   3.6220000e+01   1.6000000e+00
   2.0021876e+03   1.0427000e+02   3.5970000e+01   3.1000000e+00
   2.0021876e+03   1.0445000e+02   3.5750000e+01   3.2000000e+00
   2.0021876e+03   1.0443000e+02   3.5950000e+01   4.0000000e+00
   2.0021876e+03   1.0445000e+02   3.5750000e+01   3.8000000e+00
   2.0021876e+03   1.0438000e+02   3.5630000e+01   2.2000000e+00
   2.0021876e+03   1.0445000e+02   3.5750000e+01   2.5000000e+00
   2.0021876e+03   1.0448000e+02   3.5730000e+01   2.3000000e+00
   2.0021878e+03   1.0442000e+02   3.5730000e+01   2.1000000e+00
   2.0021885e+03   1.0668000e+02   3.5480000e+01   2.5000000e+00
   2.0021885e+03   1.0667000e+02   3.5270000e+01   2.6000000e+00
   2.0021886e+03   1.0442000e+02   3.5900000e+01   2.4000000e+00
   2.0021886e+03   1.0443000e+02   3.5730000e+01   2.3000000e+00
   2.0021951e+03   1.0335000e+02   3.6430000e+01   2.0000000e+00
   2.0021951e+03   1.0320000e+02   3.6900000e+01   2.1000000e+00
   2.0021995e+03   1.0620000e+02   3.6600000e+01   1.9000000e+00
   2.0022042e+03   1.0328000e+02   3.6930000e+01   2.2000000e+00
   2.0022042e+03   1.0322000e+02   3.6920000e+01   2.3000000e+00
   2.0022048e+03   1.0623000e+02   3.9780000e+01   2.9000000e+00
   2.0022048e+03   1.0678000e+02   3.9950000e+01   3.0000000e+00
   2.0022059e+03   1.0617000e+02   3.8270000e+01   1.8000000e+00
   2.0022077e+03   1.0672000e+02   3.5230000e+01   2.6000000e+00
   2.0022095e+03   1.0453000e+02   3.6900000e+01   2.1000000e+00
   2.0022137e+03   1.0263000e+02   3.7530000e+01   2.3000000e+00
   2.0022142e+03   1.0325000e+02   3.6880000e+01   2.6000000e+00
   2.0022142e+03   1.0323000e+02   3.6930000e+01   2.3000000e+00
   2.0022178e+03   1.0617000e+02   3.5970000e+01   1.0000000e+00
   2.0022200e+03   1.0523000e+02   3.5530000e+01   2.6000000e+00
   2.0022200e+03   1.0540000e+02   3.5280000e+01   2.7000000e+00
   2.0022202e+03   1.0293000e+02   3.6370000e+01   2.2000000e+00
   2.0022205e+03   1.0607000e+02   3.7870000e+01   1.6000000e+00
   2.0022212e+03   1.0698000e+02   3.5380000e+01   2.7000000e+00
   2.0022230e+03   1.0663000e+02   3.9370000e+01   1.7000000e+00
   2.0022230e+03   1.0605000e+02   3.6330000e+01   1.8000000e+00
   2.0022261e+03   1.0418000e+02   3.6630000e+01   2.4000000e+00
   2.0022289e+03   1.0393000e+02   3.7080000e+01   2.5000000e+00
   2.0022304e+03   1.0570000e+02   3.7400000e+01   1.5000000e+00
   2.0022328e+03   1.0630000e+02   3.9600000e+01   1.6000000e+00
   2.0022346e+03   1.0637000e+02   3.6400000e+01   2.9000000e+00
   2.0022346e+03   1.0627000e+02   3.6250000e+01   2.8000000e+00
   2.0022360e+03   1.0617000e+02   3.5970000e+01   1.3000000e+00
   2.0022361e+03   1.0220000e+02   3.7450000e+01   2.0000000e+00
   2.0022368e+03   1.0647000e+02   3.8320000e+01   1.6000000e+00
   2.0022404e+03   1.0212000e+02   3.7420000e+01   2.3000000e+00
   2.0022404e+03   1.0218000e+02   3.7520000e+01   2.7000000e+00
   2.0022432e+03   1.0667000e+02   3.5300000e+01   2.2000000e+00
   2.0022436e+03   1.0647000e+02   3.8320000e+01   1.2000000e+00
   2.0022480e+03   1.0642000e+02   3.5150000e+01   1.9000000e+00
   2.0022503e+03   1.0320000e+02   3.6380000e+01   2.1000000e+00
   2.0022503e+03   1.0323000e+02   3.6430000e+01   2.3000000e+00
   2.0022526e+03   1.0338000e+02   3.6900000e+01   2.4000000e+00
   2.0022526e+03   1.0322000e+02   3.6830000e+01   2.7000000e+00
   2.0022532e+03   1.0560000e+02   3.6520000e+01   1.4000000e+00
   2.0022573e+03   1.0648000e+02   3.8970000e+01   1.2000000e+00
   2.0022589e+03   1.0417000e+02   3.6650000e+01   2.7000000e+00
   2.0022604e+03   1.0630000e+02   3.6900000e+01   2.4000000e+00
   2.0022604e+03   1.0615000e+02   3.6770000e+01   2.7000000e+00
   2.0022657e+03   1.0228000e+02   3.7620000e+01   2.1000000e+00
   2.0022704e+03   1.0673000e+02   3.5300000e+01   3.3000000e+00
   2.0022738e+03   1.0617000e+02   3.5970000e+01   1.7000000e+00
   2.0022841e+03   1.0620000e+02   3.6400000e+01   2.1000000e+00
   2.0022850e+03   1.0620000e+02   3.6400000e+01   2.1000000e+00
   2.0022855e+03   1.0620000e+02   3.5520000e+01   2.5000000e+00
   2.0022855e+03   1.0647000e+02   3.5820000e+01   2.7000000e+00
   2.0022873e+03   1.0530000e+02   3.7300000e+01   1.5000000e+00
   2.0022899e+03   1.0630000e+02   3.5470000e+01   2.0000000e+00
   2.0022900e+03   1.0590000e+02   3.7180000e+01   2.5000000e+00
   2.0022945e+03   1.0620000e+02   3.6300000e+01   2.3000000e+00
   2.0022945e+03   1.0620000e+02   3.6400000e+01   2.3000000e+00
   2.0022954e+03   1.0663000e+02   3.5230000e+01   2.6000000e+00
   2.0022954e+03   1.0677000e+02   3.5270000e+01   2.4000000e+00
   2.0022968e+03   1.0273000e+02   3.6350000e+01   2.0000000e+00
   2.0022972e+03   1.0353000e+02   3.6220000e+01   2.1000000e+00
   2.0023002e+03   1.0225000e+02   3.7400000e+01   2.4000000e+00
   2.0023002e+03   1.0218000e+02   3.7470000e+01   2.5000000e+00
   2.0023018e+03   1.0247000e+02   3.8850000e+01   3.5000000e+00
   2.0023018e+03   1.0247000e+02   3.8850000e+01   3.5000000e+00
   2.0023051e+03   1.0617000e+02   3.5830000e+01   2.3000000e+00
   2.0023092e+03   1.0693000e+02   3.5330000e+01   2.2000000e+00
   2.0023106e+03   1.0430000e+02   3.5880000e+01   2.0000000e+00
   2.0023115e+03   1.0697000e+02   3.5250000e+01   2.1000000e+00
   2.0023145e+03   1.0332000e+02   3.6850000e+01   2.1000000e+00
   2.0023145e+03   1.0557000e+02   3.7220000e+01   1.6000000e+00
   2.0023161e+03   1.0268000e+02   3.7280000e+01   2.6000000e+00
   2.0023161e+03   1.0273000e+02   3.7500000e+01   3.0000000e+00
   2.0023179e+03   1.0600000e+02   3.7200000e+01   1.9000000e+00
   2.0023186e+03   1.0617000e+02   3.5970000e+01   1.3000000e+00
   2.0023188e+03   1.0322000e+02   3.6830000e+01   2.1000000e+00
   2.0023202e+03   1.0673000e+02   3.5400000e+01   2.6000000e+00
   2.0023202e+03   1.0673000e+02   3.5300000e+01   2.8000000e+00
   2.0023204e+03   1.0630000e+02   3.6200000e+01   4.0000000e+00
   2.0023204e+03   1.0630000e+02   3.6200000e+01   4.0000000e+00
   2.0023204e+03   1.0630000e+02   3.6200000e+01   4.0000000e+00
   2.0023204e+03   1.0630000e+02   3.6180000e+01   2.8000000e+00
   2.0023204e+03   1.0640000e+02   3.6220000e+01   2.3000000e+00
   2.0023215e+03   1.0420000e+02   3.6620000e+01   2.0000000e+00
   2.0023265e+03   1.0332000e+02   3.6800000e+01   2.2000000e+00
   2.0023289e+03   1.0637000e+02   3.6370000e+01   1.7000000e+00
   2.0023303e+03   1.0287000e+02   3.7480000e+01   3.2000000e+00
   2.0023303e+03   1.0293000e+02   3.7570000e+01   3.2000000e+00
   2.0023329e+03   1.0252000e+02   3.7720000e+01   2.1000000e+00
   2.0023335e+03   1.0282000e+02   3.8420000e+01   2.4000000e+00
   2.0023358e+03   1.0628000e+02   3.6450000e+01   2.4000000e+00
   2.0023358e+03   1.0633000e+02   3.6570000e+01   2.1000000e+00
   2.0023443e+03   1.0622000e+02   3.6200000e+01   1.8000000e+00
   2.0023446e+03   1.0683000e+02   3.5250000e+01   2.8000000e+00
   2.0023451e+03   1.0228000e+02   3.6370000e+01   2.5000000e+00
   2.0023462e+03   1.0323000e+02   3.6870000e+01   2.6000000e+00
   2.0023525e+03   1.0672000e+02   3.5400000e+01   2.4000000e+00
   2.0023525e+03   1.0668000e+02   3.5320000e+01   2.5000000e+00
   2.0023528e+03   1.0617000e+02   3.5970000e+01   1.1000000e+00
   2.0023537e+03   1.0473000e+02   3.8670000e+01   3.5000000e+00
   2.0023537e+03   1.0473000e+02   3.8670000e+01   3.5000000e+00
   2.0023537e+03   1.0473000e+02   3.8670000e+01   3.5000000e+00
   2.0023548e+03   1.0667000e+02   3.9280000e+01   1.3000000e+00
   2.0023575e+03   1.0377000e+02   3.7080000e+01   3.1000000e+00
   2.0023616e+03   1.0238000e+02   3.7530000e+01   2.2000000e+00
   2.0023616e+03   1.0230000e+02   3.7600000e+01   2.9000000e+00
   2.0023617e+03   1.0702000e+02   3.9970000e+01   3.0000000e+00
   2.0023633e+03   1.0403000e+02   3.8720000e+01   2.7000000e+00
   2.0023633e+03   1.0395000e+02   3.8580000e+01   2.5000000e+00
   2.0023641e+03   1.0692000e+02   3.5230000e+01   2.5000000e+00
   2.0023641e+03   1.0677000e+02   3.5370000e+01   2.0000000e+00
   2.0023696e+03   1.0612000e+02   3.9830000e+01   2.3000000e+00
   2.0023706e+03   1.0692000e+02   3.5350000e+01   2.5000000e+00
   2.0023711e+03   1.0275000e+02   3.6650000e+01   2.1000000e+00
   2.0023711e+03   1.0525000e+02   3.7580000e+01   1.4000000e+00
   2.0023718e+03   1.0685000e+02   3.5170000e+01   2.8000000e+00
   2.0023718e+03   1.0677000e+02   3.5420000e+01   2.6000000e+00
   2.0023719e+03   1.0275000e+02   3.7450000e+01   2.1000000e+00
   2.0023731e+03   1.0328000e+02   3.6870000e+01   2.4000000e+00
   2.0023772e+03   1.0690000e+02   3.5350000e+01   2.5000000e+00
   2.0023790e+03   1.0255000e+02   3.7600000e+01   3.0000000e+00
   2.0023790e+03   1.0250000e+02   3.7470000e+01   2.7000000e+00
   2.0023791e+03   1.0262000e+02   3.7630000e+01   2.3000000e+00
   2.0023793e+03   1.0583000e+02   3.7170000e+01   1.9000000e+00
   2.0023795e+03   1.0250000e+02   3.7600000e+01   2.4000000e+00
   2.0023807e+03   1.0603000e+02   3.6320000e+01   2.6000000e+00
   2.0023807e+03   1.0603000e+02   3.6320000e+01   2.4000000e+00
   2.0023835e+03   1.0617000e+02   3.5970000e+01   1.0000000e+00
   2.0023849e+03   1.0678000e+02   3.5350000e+01   2.4000000e+00
   2.0023849e+03   1.0667000e+02   3.5330000e+01   2.8000000e+00
   2.0023881e+03   1.0495000e+02   3.5400000e+01   2.3000000e+00
   2.0023955e+03   1.0320000e+02   3.6830000e+01   2.4000000e+00
   2.0023975e+03   1.0283000e+02   3.7420000e+01   2.1000000e+00
   2.0023991e+03   1.0583000e+02   3.6830000e+01   1.9000000e+00
   2.0024014e+03   1.0203000e+02   3.8500000e+01   2.2000000e+00
   2.0024014e+03   1.0213000e+02   3.8520000e+01   2.5000000e+00
   2.0024032e+03   1.0327000e+02   3.6970000e+01   2.3000000e+00
   2.0024032e+03   1.0327000e+02   3.6920000e+01   2.6000000e+00
   2.0024040e+03   1.0673000e+02   3.5330000e+01   2.1000000e+00
   2.0024059e+03   1.0327000e+02   3.6930000e+01   2.8000000e+00
   2.0024059e+03   1.0297000e+02   3.6870000e+01   2.4000000e+00
   2.0024061e+03   1.0680000e+02   3.5300000e+01   2.5000000e+00
   2.0024062e+03   1.0298000e+02   3.6350000e+01   2.2000000e+00
   2.0024080e+03   1.0352000e+02   3.5820000e+01   2.9000000e+00
   2.0024080e+03   1.0380000e+02   3.6330000e+01   2.8000000e+00
   2.0024081e+03   1.0233000e+02   3.6500000e+01   2.1000000e+00
   2.0024081e+03   1.0227000e+02   3.6370000e+01   2.5000000e+00
   2.0024081e+03   1.0230000e+02   3.6380000e+01   3.0000000e+00
   2.0024140e+03   1.0578000e+02   3.7230000e+01   2.1000000e+00
   2.0024148e+03   1.0282000e+02   3.6300000e+01   2.0000000e+00
   2.0024150e+03   1.0268000e+02   3.8680000e+01   2.0000000e+00
   2.0024157e+03   1.0237000e+02   3.6370000e+01   3.6000000e+00
   2.0024157e+03   1.0237000e+02   3.6370000e+01   3.6000000e+00
   2.0024170e+03   1.0688000e+02   3.5200000e+01   2.9000000e+00
   2.0024195e+03   1.0230000e+02   3.6370000e+01   2.7000000e+00
   2.0024195e+03   1.0218000e+02   3.6470000e+01   2.4000000e+00
   2.0024235e+03   1.0230000e+02   3.9220000e+01   2.1000000e+00
   2.0024248e+03   1.0667000e+02   3.9280000e+01   1.2000000e+00
   2.0024302e+03   1.0668000e+02   3.5450000e+01   2.0000000e+00
   2.0024313e+03   1.0617000e+02   3.9980000e+01   2.6000000e+00
   2.0024330e+03   1.0643000e+02   3.8980000e+01   4.4000000e+00
   2.0024330e+03   1.0643000e+02   3.8980000e+01   4.4000000e+00
   2.0024351e+03   1.0690000e+02   3.9030000e+01   1.8000000e+00
   2.0024363e+03   1.0332000e+02   3.6800000e+01   2.4000000e+00
   2.0024375e+03   1.0232000e+02   3.6350000e+01   2.2000000e+00
   2.0024387e+03   1.0677000e+02   3.5320000e+01   2.6000000e+00
   2.0024442e+03   1.0327000e+02   3.8820000e+01   2.1000000e+00
   2.0024474e+03   1.0413000e+02   3.8030000e+01   3.1000000e+00
   2.0024474e+03   1.0395000e+02   3.7900000e+01   3.0000000e+00
   2.0024478e+03   1.0617000e+02   3.5970000e+01   1.4000000e+00
   2.0024495e+03   1.0685000e+02   3.5270000e+01   2.5000000e+00
   2.0024497e+03   1.0438000e+02   3.5920000e+01   2.7000000e+00
   2.0024505e+03   1.0627000e+02   3.7820000e+01   1.7000000e+00
   2.0024585e+03   1.0275000e+02   3.7530000e+01   2.4000000e+00
   2.0024596e+03   1.0265000e+02   3.7620000e+01   2.2000000e+00
   2.0024604e+03   1.0695000e+02   3.5270000e+01   2.9000000e+00
   2.0024643e+03   1.0417000e+02   3.6630000e+01   2.4000000e+00
   2.0024655e+03   1.0600000e+02   3.7720000e+01   1.1000000e+00
   2.0024661e+03   1.0235000e+02   3.6400000e+01   2.8000000e+00
   2.0024661e+03   1.0227000e+02   3.6500000e+01   2.3000000e+00
   2.0024680e+03   1.0650000e+02   3.7300000e+01   2.0000000e+00
   2.0024689e+03   1.0227000e+02   3.7320000e+01   2.1000000e+00
   2.0024698e+03   1.0368000e+02   3.5180000e+01   2.5000000e+00
   2.0024698e+03   1.0370000e+02   3.5150000e+01   3.8000000e+00
   2.0024698e+03   1.0370000e+02   3.5170000e+01   2.8000000e+00
   2.0024698e+03   1.0370000e+02   3.5170000e+01   2.7000000e+00
   2.0024706e+03   1.0373000e+02   3.5170000e+01   2.6000000e+00
   2.0024711e+03   1.0370000e+02   3.5170000e+01   2.8000000e+00
   2.0024719e+03   1.0283000e+02   3.6400000e+01   2.1000000e+00
   2.0024724e+03   1.0210000e+02   3.8620000e+01   2.7000000e+00
   2.0024725e+03   1.0592000e+02   3.9230000e+01   1.8000000e+00
   2.0024732e+03   1.0367000e+02   3.5220000e+01   2.2000000e+00
   2.0024736e+03   1.0368000e+02   3.5180000e+01   2.0000000e+00
   2.0024752e+03   1.0695000e+02   3.5380000e+01   2.2000000e+00
   2.0024757e+03   1.0592000e+02   3.7330000e+01   1.5000000e+00
   2.0024767e+03   1.0250000e+02   3.9200000e+01   2.2000000e+00
   2.0024774e+03   1.0310000e+02   3.7420000e+01   2.5000000e+00
   2.0024779e+03   1.0695000e+02   3.5270000e+01   2.4000000e+00
   2.0024785e+03   1.0282000e+02   3.6600000e+01   2.0000000e+00
   2.0024834e+03   1.0372000e+02   3.5750000e+01   2.0000000e+00
   2.0024853e+03   1.0312000e+02   3.7120000e+01   2.3000000e+00
   2.0024866e+03   1.0685000e+02   3.5230000e+01   2.5000000e+00
   2.0024870e+03   1.0685000e+02   3.5300000e+01   2.5000000e+00
   2.0024894e+03   1.0262000e+02   3.7680000e+01   3.3000000e+00
   2.0024894e+03   1.0260000e+02   3.7580000e+01   3.3000000e+00
   2.0024935e+03   1.0678000e+02   3.5220000e+01   2.7000000e+00
   2.0024945e+03   1.0237000e+02   3.7650000e+01   2.0000000e+00
   2.0024962e+03   1.0208000e+02   3.7600000e+01   2.0000000e+00
   2.0025009e+03   1.0493000e+02   3.5730000e+01   2.1000000e+00
   2.0025018e+03   1.0630000e+02   3.9570000e+01   2.1000000e+00
   2.0025035e+03   1.0682000e+02   3.5280000e+01   2.4000000e+00
   2.0025070e+03   1.0680000e+02   3.5330000e+01   2.8000000e+00
   2.0025071e+03   1.0277000e+02   3.7470000e+01   3.7000000e+00
   2.0025071e+03   1.0277000e+02   3.7470000e+01   3.7000000e+00
   2.0025071e+03   1.0253000e+02   3.7400000e+01   3.3000000e+00
   2.0025090e+03   1.0415000e+02   3.8530000e+01   2.8000000e+00
   2.0025090e+03   1.0418000e+02   3.8470000e+01   2.8000000e+00
   2.0025090e+03   1.0422000e+02   3.8550000e+01   2.5000000e+00
   2.0025098e+03   1.0600000e+02   3.7520000e+01   2.2000000e+00
   2.0025125e+03   1.0693000e+02   3.5270000e+01   2.8000000e+00
   2.0025149e+03   1.0537000e+02   3.6700000e+01   3.1000000e+00
   2.0025149e+03   1.0532000e+02   3.6770000e+01   3.0000000e+00
   2.0025172e+03   1.0690000e+02   3.5350000e+01   2.4000000e+00
   2.0025193e+03   1.0317000e+02   3.9150000e+01   2.6000000e+00
   2.0025211e+03   1.0602000e+02   3.6630000e+01   1.9000000e+00
   2.0025236e+03   1.0327000e+02   3.6920000e+01   2.9000000e+00
   2.0025236e+03   1.0315000e+02   3.6800000e+01   2.3000000e+00
   2.0025256e+03   1.0242000e+02   3.6470000e+01   2.1000000e+00
   2.0025256e+03   1.0247000e+02   3.6400000e+01   2.5000000e+00
   2.0025259e+03   1.0662000e+02   3.5170000e+01   2.1000000e+00
   2.0025300e+03   1.0410000e+02   3.6580000e+01   2.5000000e+00
   2.0025300e+03   1.0418000e+02   3.6630000e+01   2.9000000e+00
   2.0025304e+03   1.0455000e+02   3.6900000e+01   2.9000000e+00
   2.0025304e+03   1.0458000e+02   3.6880000e+01   2.4000000e+00
   2.0025334e+03   1.0667000e+02   3.9470000e+01   2.1000000e+00
   2.0025334e+03   1.0682000e+02   3.9400000e+01   2.0000000e+00
   2.0025414e+03   1.0660000e+02   3.5730000e+01   2.6000000e+00
   2.0025425e+03   1.0667000e+02   3.5200000e+01   2.4000000e+00
   2.0025428e+03   1.0328000e+02   3.6930000e+01   2.7000000e+00
   2.0025450e+03   1.0667000e+02   3.9280000e+01   1.1000000e+00
   2.0025477e+03   1.0263000e+02   3.8580000e+01   2.1000000e+00
   2.0025498e+03   1.0682000e+02   3.5370000e+01   2.7000000e+00
   2.0025498e+03   1.0668000e+02   3.5330000e+01   2.9000000e+00
   2.0025550e+03   1.0693000e+02   3.5250000e+01   2.3000000e+00
   2.0025555e+03   1.0670000e+02   3.5300000e+01   2.2000000e+00
   2.0025565e+03   1.0327000e+02   3.6880000e+01   2.6000000e+00
   2.0025594e+03   1.0617000e+02   3.5970000e+01   1.0000000e+00
   2.0025604e+03   1.0418000e+02   3.6580000e+01   2.1000000e+00
   2.0025654e+03   1.0617000e+02   3.5970000e+01   1.2000000e+00
   2.0025672e+03   1.0272000e+02   3.8600000e+01   2.0000000e+00
   2.0025672e+03   1.0667000e+02   3.9280000e+01   1.2000000e+00
   2.0025699e+03   1.0617000e+02   3.5970000e+01   1.2000000e+00
   2.0025700e+03   1.0418000e+02   3.5730000e+01   2.3000000e+00
   2.0025701e+03   1.0617000e+02   3.5970000e+01   1.5000000e+00
   2.0025702e+03   1.0617000e+02   3.5970000e+01   1.3000000e+00
   2.0025704e+03   1.0617000e+02   3.5970000e+01   1.6000000e+00
   2.0025716e+03   1.0617000e+02   3.6070000e+01   2.2000000e+00
   2.0025748e+03   1.0593000e+02   3.8620000e+01   1.2000000e+00
   2.0025750e+03   1.0627000e+02   3.8630000e+01   1.9000000e+00
   2.0025781e+03   1.0643000e+02   3.9030000e+01   3.2000000e+00
   2.0025781e+03   1.0643000e+02   3.9030000e+01   3.2000000e+00
   2.0025798e+03   1.0683000e+02   3.5330000e+01   3.2000000e+00
   2.0025814e+03   1.0357000e+02   3.8350000e+01   2.1000000e+00
   2.0025941e+03   1.0265000e+02   3.7470000e+01   2.5000000e+00
   2.0025983e+03   1.0633000e+02   3.9230000e+01   1.1000000e+00
   2.0026016e+03   1.0663000e+02   3.5300000e+01   2.1000000e+00
   2.0026027e+03   1.0635000e+02   3.8420000e+01   2.4000000e+00
   2.0026082e+03   1.0277000e+02   3.7470000e+01   2.0000000e+00
   2.0026109e+03   1.0673000e+02   3.5420000e+01   3.0000000e+00
   2.0026109e+03   1.0672000e+02   3.5250000e+01   3.0000000e+00
   2.0026117e+03   1.0608000e+02   3.7700000e+01   1.4000000e+00
   2.0026152e+03   1.0505000e+02   3.6700000e+01   3.2000000e+00
   2.0026152e+03   1.0512000e+02   3.6730000e+01   3.1000000e+00
   2.0026152e+03   1.0687000e+02   3.5270000e+01   2.7000000e+00
   2.0026181e+03   1.0682000e+02   3.5250000e+01   2.0000000e+00
   2.0026222e+03   1.0323000e+02   3.6970000e+01   2.1000000e+00
   2.0026222e+03   1.0325000e+02   3.6920000e+01   2.5000000e+00
   2.0026237e+03   1.0677000e+02   3.5380000e+01   2.3000000e+00
   2.0026237e+03   1.0680000e+02   3.5320000e+01   2.3000000e+00
   2.0026260e+03   1.0608000e+02   3.6920000e+01   2.4000000e+00
   2.0026294e+03   1.0693000e+02   3.5380000e+01   2.1000000e+00
   2.0026316e+03   1.0272000e+02   3.7550000e+01   2.0000000e+00
   2.0026380e+03   1.0683000e+02   3.9300000e+01   3.0000000e+00
   2.0026380e+03   1.0675000e+02   3.9200000e+01   2.8000000e+00
   2.0026386e+03   1.0327000e+02   3.6870000e+01   2.0000000e+00
   2.0026386e+03   1.0327000e+02   3.6880000e+01   2.5000000e+00
   2.0026430e+03   1.0630000e+02   3.8000000e+01   1.9000000e+00
   2.0026438e+03   1.0417000e+02   3.5050000e+01   3.2000000e+00
