Year	Lon	Lat	M
   2.0088645e+03   1.0623000e+02   3.7380000e+01   2.6000000e+00
   2.0088645e+03   1.0628000e+02   3.7300000e+01   1.7000000e+00
   2.0088656e+03   1.0608000e+02   3.7670000e+01   1.5000000e+00
   2.0088657e+03   1.0640000e+02   3.5400000e+01   2.3000000e+00
   2.0088660e+03   1.0667000e+02   3.5300000e+01   2.1000000e+00
   2.0088669e+03   1.0628000e+02   3.7300000e+01   1.3000000e+00
   2.0088676e+03   1.0630000e+02   3.8100000e+01   1.6000000e+00
   2.0088679e+03   1.0557000e+02   3.7250000e+01   2.1000000e+00
   2.0088701e+03   1.0667000e+02   3.5150000e+01   2.2000000e+00
   2.0088710e+03   1.0630000e+02   3.7400000e+01   3.6000000e+00
   2.0088710e+03   1.0625000e+02   3.7350000e+01   3.3000000e+00
   2.0088710e+03   1.0625000e+02   3.7370000e+01   3.5000000e+00
   2.0088710e+03   1.0622000e+02   3.7350000e+01   2.7000000e+00
   2.0088710e+03   1.0628000e+02   3.7300000e+01   1.4000000e+00
   2.0088710e+03   1.0628000e+02   3.7300000e+01   1.4000000e+00
   2.0088710e+03   1.0628000e+02   3.7300000e+01   1.8000000e+00
   2.0088710e+03   1.0628000e+02   3.7300000e+01   1.3000000e+00
   2.0088715e+03   1.0628000e+02   3.7300000e+01   1.1000000e+00
   2.0088715e+03   1.0628000e+02   3.7300000e+01   1.1000000e+00
   2.0088716e+03   1.0628000e+02   3.7300000e+01   1.1000000e+00
   2.0088718e+03   1.0628000e+02   3.7300000e+01   1.1000000e+00
   2.0088719e+03   1.0622000e+02   3.5600000e+01   2.4000000e+00
   2.0088727e+03   1.0613000e+02   3.9120000e+01   3.3000000e+00
   2.0088742e+03   1.0570000e+02   3.5650000e+01   2.3000000e+00
   2.0088743e+03   1.0625000e+02   3.5580000e+01   2.1000000e+00
   2.0088746e+03   1.0722000e+02   3.5180000e+01   2.4000000e+00
   2.0088772e+03   1.0208000e+02   3.7900000e+01   2.6000000e+00
   2.0088782e+03   1.0525000e+02   3.7580000e+01   1.1000000e+00
   2.0088807e+03   1.0638000e+02   3.5380000e+01   2.2000000e+00
   2.0088816e+03   1.0595000e+02   3.8720000e+01   2.0000000e+00
   2.0088818e+03   1.0290000e+02   3.5250000e+01   2.2000000e+00
   2.0088831e+03   1.0232000e+02   3.7700000e+01   2.3000000e+00
   2.0088836e+03   1.0628000e+02   3.7300000e+01   1.6000000e+00
   2.0088837e+03   1.0628000e+02   3.7300000e+01   1.5000000e+00
   2.0088843e+03   1.0423000e+02   3.7500000e+01   2.2000000e+00
   2.0088847e+03   1.0628000e+02   3.7300000e+01   1.1000000e+00
   2.0088847e+03   1.0622000e+02   3.7300000e+01   2.2000000e+00
   2.0088849e+03   1.0260000e+02   3.7550000e+01   2.2000000e+00
   2.0088850e+03   1.0628000e+02   3.7300000e+01   1.8000000e+00
   2.0088850e+03   1.0628000e+02   3.7300000e+01   1.0000000e+00
   2.0088852e+03   1.0257000e+02   3.7550000e+01   2.0000000e+00
   2.0088861e+03   1.0290000e+02   3.6350000e+01   2.3000000e+00
   2.0088863e+03   1.0345000e+02   3.6020000e+01   2.0000000e+00
   2.0088863e+03   1.0627000e+02   3.5550000e+01   2.6000000e+00
   2.0088865e+03   1.0627000e+02   3.5470000e+01   2.4000000e+00
   2.0088866e+03   1.0668000e+02   3.5450000e+01   2.0000000e+00
   2.0088870e+03   1.0413000e+02   3.6630000e+01   2.3000000e+00
   2.0088888e+03   1.0635000e+02   3.5350000e+01   2.4000000e+00
   2.0088932e+03   1.0612000e+02   3.9130000e+01   3.3000000e+00
   2.0088977e+03   1.0627000e+02   3.6780000e+01   4.6000000e+00
   2.0088977e+03   1.0625000e+02   3.6320000e+01   4.4000000e+00
   2.0088977e+03   1.0613000e+02   3.6280000e+01   4.3000000e+00
   2.0088993e+03   1.0652000e+02   3.9780000e+01   1.9000000e+00
   2.0088997e+03   1.0563000e+02   3.6480000e+01   1.9000000e+00
   2.0089007e+03   1.0390000e+02   3.7100000e+01   2.5000000e+00
   2.0089024e+03   1.0560000e+02   3.6500000e+01   1.9000000e+00
   2.0089036e+03   1.0248000e+02   3.7650000e+01   2.1000000e+00
   2.0089036e+03   1.0267000e+02   3.7520000e+01   2.5000000e+00
   2.0089056e+03   1.0692000e+02   3.5070000e+01   2.4000000e+00
   2.0089057e+03   1.0345000e+02   3.6920000e+01   2.2000000e+00
   2.0089062e+03   1.0495000e+02   3.7270000e+01   2.1000000e+00
   2.0089070e+03   1.0668000e+02   3.5450000e+01   2.0000000e+00
   2.0089080e+03   1.0613000e+02   3.6650000e+01   2.1000000e+00
   2.0089089e+03   1.0618000e+02   3.9050000e+01   2.9000000e+00
   2.0089090e+03   1.0492000e+02   3.7320000e+01   2.1000000e+00
   2.0089094e+03   1.0277000e+02   3.7530000e+01   2.0000000e+00
   2.0089104e+03   1.0628000e+02   3.7300000e+01   1.2000000e+00
   2.0089142e+03   1.0263000e+02   3.7280000e+01   2.2000000e+00
   2.0089147e+03   1.0228000e+02   3.7530000e+01   2.0000000e+00
   2.0089148e+03   1.0672000e+02   3.5150000e+01   2.6000000e+00
   2.0089175e+03   1.0608000e+02   3.6230000e+01   1.9000000e+00
   2.0089179e+03   1.0637000e+02   3.5550000e+01   2.5000000e+00
   2.0089207e+03   1.0387000e+02   3.7400000e+01   2.1000000e+00
   2.0089210e+03   1.0667000e+02   3.9420000e+01   1.7000000e+00
   2.0089224e+03   1.0665000e+02   3.5320000e+01   2.2000000e+00
   2.0089276e+03   1.0383000e+02   3.6080000e+01   2.0000000e+00
   2.0089279e+03   1.0212000e+02   3.8420000e+01   2.3000000e+00
   2.0089288e+03   1.0265000e+02   3.7280000e+01   2.2000000e+00
   2.0089306e+03   1.0215000e+02   3.7500000e+01   2.1000000e+00
   2.0089316e+03   1.0658000e+02   3.5450000e+01   2.4000000e+00
   2.0089384e+03   1.0663000e+02   3.5220000e+01   2.3000000e+00
   2.0089384e+03   1.0673000e+02   3.5250000e+01   1.5000000e+00
   2.0089390e+03   1.0700000e+02   3.9450000e+01   2.4000000e+00
   2.0089398e+03   1.0663000e+02   3.5370000e+01   2.2000000e+00
   2.0089408e+03   1.0263000e+02   3.7520000e+01   2.2000000e+00
   2.0089418e+03   1.0505000e+02   3.7350000e+01   2.6000000e+00
   2.0089419e+03   1.0668000e+02   3.5370000e+01   2.1000000e+00
   2.0089426e+03   1.0640000e+02   3.5330000e+01   2.0000000e+00
   2.0089433e+03   1.0522000e+02   3.7400000e+01   2.0000000e+00
   2.0089440e+03   1.0245000e+02   3.7750000e+01   2.3000000e+00
   2.0089443e+03   1.0603000e+02   3.6420000e+01   2.5000000e+00
   2.0089445e+03   1.0417000e+02   3.6650000e+01   2.4000000e+00
   2.0089465e+03   1.0642000e+02   3.7330000e+01   2.9000000e+00
   2.0089465e+03   1.0640000e+02   3.7280000e+01   2.8000000e+00
   2.0089470e+03   1.0218000e+02   3.7530000e+01   2.0000000e+00
   2.0089490e+03   1.0397000e+02   3.7080000e+01   3.6000000e+00
   2.0089502e+03   1.0625000e+02   3.6380000e+01   2.6000000e+00
   2.0089502e+03   1.0617000e+02   3.6320000e+01   2.9000000e+00
   2.0089504e+03   1.0637000e+02   3.9270000e+01   2.2000000e+00
   2.0089515e+03   1.0247000e+02   3.7730000e+01   2.2000000e+00
   2.0089524e+03   1.0652000e+02   3.5320000e+01   2.4000000e+00
   2.0089528e+03   1.0497000e+02   3.7300000e+01   2.0000000e+00
   2.0089545e+03   1.0672000e+02   3.5220000e+01   2.1000000e+00
   2.0089555e+03   1.0488000e+02   3.7280000e+01   2.1000000e+00
   2.0089555e+03   1.0510000e+02   3.7530000e+01   2.2000000e+00
   2.0089586e+03   1.0667000e+02   3.9230000e+01   2.7000000e+00
   2.0089586e+03   1.0662000e+02   3.9170000e+01   2.1000000e+00
   2.0089600e+03   1.0658000e+02   3.5320000e+01   2.6000000e+00
   2.0089601e+03   1.0587000e+02   3.6370000e+01   1.8000000e+00
   2.0089602e+03   1.0623000e+02   3.6370000e+01   2.9000000e+00
   2.0089602e+03   1.0620000e+02   3.6370000e+01   3.2000000e+00
   2.0089609e+03   1.0612000e+02   3.9030000e+01   2.5000000e+00
   2.0089640e+03   1.0593000e+02   3.8680000e+01   2.4000000e+00
   2.0089642e+03   1.0510000e+02   3.5330000e+01   2.0000000e+00
   2.0089647e+03   1.0660000e+02   3.5230000e+01   2.2000000e+00
   2.0089667e+03   1.0672000e+02   3.5170000e+01   2.3000000e+00
   2.0089667e+03   1.0673000e+02   3.5130000e+01   2.6000000e+00
   2.0089670e+03   1.0675000e+02   3.5120000e+01   2.8000000e+00
   2.0089670e+03   1.0670000e+02   3.5130000e+01   2.4000000e+00
   2.0089713e+03   1.0393000e+02   3.6050000e+01   2.1000000e+00
   2.0089788e+03   1.0605000e+02   3.6630000e+01   2.0000000e+00
   2.0089797e+03   1.0248000e+02   3.7330000e+01   2.7000000e+00
   2.0089797e+03   1.0245000e+02   3.7300000e+01   2.1000000e+00
   2.0089803e+03   1.0490000e+02   3.7370000e+01   2.2000000e+00
   2.0089818e+03   1.0560000e+02   3.6500000e+01   1.9000000e+00
   2.0089819e+03   1.0617000e+02   3.7680000e+01   2.0000000e+00
   2.0089823e+03   1.0617000e+02   3.9050000e+01   2.3000000e+00
   2.0089840e+03   1.0253000e+02   3.7820000e+01   2.1000000e+00
   2.0089843e+03   1.0670000e+02   3.5230000e+01   2.2000000e+00
   2.0089847e+03   1.0680000e+02   3.5220000e+01   2.3000000e+00
   2.0089855e+03   1.0662000e+02   3.5530000e+01   2.4000000e+00
   2.0089856e+03   1.0282000e+02   3.9230000e+01   3.0000000e+00
   2.0089869e+03   1.0567000e+02   3.8530000e+01   1.8000000e+00
   2.0089871e+03   1.0213000e+02   3.8480000e+01   2.2000000e+00
   2.0089896e+03   1.0247000e+02   3.7750000e+01   2.1000000e+00
   2.0089906e+03   1.0540000e+02   3.7480000e+01   2.8000000e+00
   2.0089911e+03   1.0493000e+02   3.7350000e+01   2.0000000e+00
   2.0089911e+03   1.0487000e+02   3.7250000e+01   2.1000000e+00
   2.0089914e+03   1.0642000e+02   3.9000000e+01   2.6000000e+00
   2.0089914e+03   1.0645000e+02   3.8930000e+01   2.4000000e+00
   2.0089986e+03   1.0605000e+02   3.9080000e+01   3.5000000e+00
   2.0089986e+03   1.0603000e+02   3.9070000e+01   3.5000000e+00
   2.0089987e+03   1.0605000e+02   3.9000000e+01   2.9000000e+00
   2.0089987e+03   1.0603000e+02   3.9070000e+01   2.7000000e+00
   2.0089988e+03   1.0465000e+02   3.7420000e+01   2.0000000e+00
   2.0089989e+03   1.0605000e+02   3.9170000e+01   3.0000000e+00
   2.0089989e+03   1.0608000e+02   3.9100000e+01   2.9000000e+00
   2.0089993e+03   1.0660000e+02   3.9300000e+01   2.9000000e+00
   2.0090006e+03   1.0223900e+02   3.7735000e+01   1.8000000e+00
   2.0090018e+03   1.0233100e+02   3.7866000e+01   1.4000000e+00
   2.0090018e+03   1.0250400e+02   3.7643000e+01   2.0000000e+00
   2.0090019e+03   1.0297400e+02   3.5184000e+01   1.4000000e+00
   2.0090028e+03   1.0639500e+02   3.9531000e+01   1.4000000e+00
   2.0090031e+03   1.0378700e+02   3.7252000e+01   1.1000000e+00
   2.0090039e+03   1.0293400e+02   3.7411000e+01   2.1000000e+00
   2.0090042e+03   1.0665600e+02   3.5234000e+01   2.4000000e+00
   2.0090046e+03   1.0409000e+02   3.7190000e+01   9.0000000e-01
   2.0090046e+03   1.0332100e+02   3.6801000e+01   8.0000000e-01
   2.0090046e+03   1.0409000e+02   3.7190000e+01   7.0000000e-01
   2.0090048e+03   1.0277000e+02   3.7519000e+01   1.7000000e+00
   2.0090056e+03   1.0668100e+02   3.5451000e+01   1.9000000e+00
   2.0090061e+03   1.0547700e+02   3.5647000e+01   1.5000000e+00
   2.0090062e+03   1.0608200e+02   3.7695000e+01   4.0000000e-01
   2.0090066e+03   1.0547300e+02   3.6580000e+01   1.6000000e+00
   2.0090070e+03   1.0608200e+02   3.7695000e+01   3.0000000e-01
   2.0090076e+03   1.0459800e+02   3.7375000e+01   2.2000000e+00
   2.0090081e+03   1.0251700e+02   3.8749000e+01   2.9000000e+00
   2.0090082e+03   1.0201100e+02   3.7831000e+01   5.0000000e-01
   2.0090083e+03   1.0252400e+02   3.7656000e+01   1.8000000e+00
   2.0090084e+03   1.0608200e+02   3.7695000e+01   1.0000000e+00
   2.0090084e+03   1.0270100e+02   3.7545000e+01   1.8000000e+00
   2.0090095e+03   1.0617400e+02   3.6316000e+01   1.5000000e+00
   2.0090100e+03   1.0668100e+02   3.5451000e+01   1.5000000e+00
   2.0090109e+03   1.0618800e+02   3.5891000e+01   1.9000000e+00
   2.0090120e+03   1.0673000e+02   3.5237000e+01   2.5000000e+00
   2.0090122e+03   1.0451000e+02   3.5250000e+01   2.3000000e+00
   2.0090128e+03   1.0200600e+02   3.7868000e+01   1.7000000e+00
   2.0090130e+03   1.0276100e+02   3.7621000e+01   8.0000000e-01
   2.0090134e+03   1.0601000e+02   3.8215000e+01   1.2000000e+00
   2.0090139e+03   1.0575800e+02   3.6088000e+01   1.2000000e+00
   2.0090147e+03   1.0201100e+02   3.7831000e+01   8.0000000e-01
   2.0090147e+03   1.0665100e+02   3.5322000e+01   2.2000000e+00
   2.0090152e+03   1.0283100e+02   3.8401000e+01   1.7000000e+00
   2.0090152e+03   1.0409000e+02   3.7190000e+01   1.3000000e+00
   2.0090153e+03   1.0668100e+02   3.5451000e+01   1.7000000e+00
   2.0090176e+03   1.0668100e+02   3.5451000e+01   1.2000000e+00
   2.0090181e+03   1.0201100e+02   3.7831000e+01   6.0000000e-01
   2.0090182e+03   1.0419800e+02   3.7270000e+01   1.6000000e+00
   2.0090185e+03   1.0465700e+02   3.7213000e+01   1.7000000e+00
   2.0090189e+03   1.0608200e+02   3.7695000e+01   2.0000000e-01
   2.0090190e+03   1.0608200e+02   3.7695000e+01   1.0000000e-01
   2.0090199e+03   1.0225200e+02   3.7706000e+01   2.3000000e+00
   2.0090199e+03   1.0293700e+02   3.7488000e+01   2.3000000e+00
   2.0090200e+03   1.0616100e+02   3.6035000e+01   9.0000000e-01
   2.0090201e+03   1.0276100e+02   3.7621000e+01   9.0000000e-01
   2.0090201e+03   1.0274200e+02   3.7416000e+01   1.7000000e+00
   2.0090208e+03   1.0409000e+02   3.7190000e+01   9.0000000e-01
   2.0090209e+03   1.0334300e+02   3.6348000e+01   2.4000000e+00
   2.0090210e+03   1.0409000e+02   3.7190000e+01   1.3000000e+00
   2.0090212e+03   1.0217600e+02   3.7029000e+01   1.4000000e+00
   2.0090213e+03   1.0491900e+02   3.7380000e+01   2.1000000e+00
   2.0090213e+03   1.0669700e+02   3.5362000e+01   2.0000000e+00
   2.0090216e+03   1.0209200e+02   3.7965000e+01   2.6000000e+00
   2.0090220e+03   1.0668100e+02   3.5451000e+01   1.2000000e+00
   2.0090227e+03   1.0267700e+02   3.7545000e+01   3.1000000e+00
   2.0090227e+03   1.0267500e+02   3.7543000e+01   1.6000000e+00
   2.0090231e+03   1.0629300e+02   3.6108000e+01   1.4000000e+00
   2.0090234e+03   1.0542500e+02   3.7275000e+01   2.2000000e+00
   2.0090234e+03   1.0664600e+02   3.5301000e+01   2.2000000e+00
   2.0090237e+03   1.0214900e+02   3.8427000e+01   2.4000000e+00
   2.0090238e+03   1.0609600e+02   3.9129000e+01   2.8000000e+00
   2.0090240e+03   1.0497600e+02   3.7421000e+01   1.8000000e+00
   2.0090252e+03   1.0660600e+02   3.5227000e+01   2.1000000e+00
   2.0090257e+03   1.0668300e+02   3.5200000e+01   2.4000000e+00
   2.0090259e+03   1.0276100e+02   3.7621000e+01   1.3000000e+00
   2.0090263e+03   1.0409000e+02   3.7190000e+01   1.1000000e+00
   2.0090264e+03   1.0213900e+02   3.7649000e+01   1.7000000e+00
   2.0090265e+03   1.0409000e+02   3.7190000e+01   8.0000000e-01
   2.0090267e+03   1.0409000e+02   3.7190000e+01   7.0000000e-01
   2.0090271e+03   1.0617800e+02   3.6347000e+01   1.5000000e+00
   2.0090272e+03   1.0608200e+02   3.7695000e+01   4.0000000e-01
   2.0090275e+03   1.0580500e+02   3.7269000e+01   1.5000000e+00
   2.0090293e+03   1.0581200e+02   3.8474000e+01   3.1000000e+00
   2.0090294e+03   1.0318200e+02   3.6400000e+01   2.5000000e+00
   2.0090298e+03   1.0276100e+02   3.7621000e+01   1.7000000e+00
   2.0090306e+03   1.0211300e+02   3.7964000e+01   2.6000000e+00
   2.0090311e+03   1.0608200e+02   3.7695000e+01   9.0000000e-01
   2.0090314e+03   1.0325000e+02   3.9070000e+01   1.2000000e+00
   2.0090315e+03   1.0622300e+02   3.6467000e+01   1.4000000e+00
   2.0090318e+03   1.0608200e+02   3.7695000e+01   3.0000000e-01
   2.0090318e+03   1.0285600e+02   3.6429000e+01   1.6000000e+00
   2.0090319e+03   1.0289300e+02   3.6388000e+01   2.5000000e+00
   2.0090323e+03   1.0711100e+02   3.9449000e+01   1.5000000e+00
   2.0090334e+03   1.0695100e+02   3.9192000e+01   1.3000000e+00
   2.0090336e+03   1.0276100e+02   3.7621000e+01   1.0000000e+00
   2.0090339e+03   1.0288500e+02   3.7580000e+01   1.9000000e+00
   2.0090341e+03   1.0537600e+02   3.6721000e+01   2.6000000e+00
   2.0090347e+03   1.0249300e+02   3.7454000e+01   2.3000000e+00
   2.0090350e+03   1.0412400e+02   3.6662000e+01   2.0000000e+00
   2.0090352e+03   1.0326800e+02   3.5880000e+01   2.1000000e+00
   2.0090357e+03   1.0327600e+02   3.5898000e+01   1.6000000e+00
   2.0090359e+03   1.0662000e+02   3.5260000e+01   2.3000000e+00
   2.0090362e+03   1.0315100e+02   3.5223000e+01   1.5000000e+00
   2.0090375e+03   1.0409000e+02   3.7190000e+01   1.1000000e+00
   2.0090377e+03   1.0490700e+02   3.7368000e+01   1.9000000e+00
   2.0090378e+03   1.0663100e+02   3.9814000e+01   1.6000000e+00
   2.0090379e+03   1.0200600e+02   3.7807000e+01   1.6000000e+00
   2.0090387e+03   1.0201100e+02   3.7831000e+01   1.1000000e+00
   2.0090390e+03   1.0260300e+02   3.7282000e+01   1.9000000e+00
   2.0090393e+03   1.0602300e+02   3.9166000e+01   3.1000000e+00
   2.0090395e+03   1.0560000e+02   3.6500000e+01   3.0000000e-01
   2.0090404e+03   1.0493900e+02   3.7282000e+01   2.0000000e+00
   2.0090405e+03   1.0489300e+02   3.7411000e+01   1.9000000e+00
   2.0090412e+03   1.0413200e+02   3.7062000e+01   1.4000000e+00
   2.0090412e+03   1.0560000e+02   3.6500000e+01   5.0000000e-01
   2.0090413e+03   1.0560000e+02   3.6500000e+01   9.0000000e-01
   2.0090417e+03   1.0689400e+02   3.5204000e+01   2.6000000e+00
   2.0090418e+03   1.0276100e+02   3.7621000e+01   1.2000000e+00
   2.0090423e+03   1.0254300e+02   3.7666000e+01   8.0000000e-01
   2.0090424e+03   1.0606100e+02   3.6699000e+01   1.6000000e+00
   2.0090425e+03   1.0603100e+02   3.8019000e+01   2.0000000e+00
   2.0090428e+03   1.0409000e+02   3.7190000e+01   8.0000000e-01
   2.0090429e+03   1.0409000e+02   3.7190000e+01   1.4000000e+00
   2.0090429e+03   1.0409000e+02   3.7190000e+01   1.1000000e+00
   2.0090430e+03   1.0409000e+02   3.7190000e+01   1.0000000e+00
   2.0090430e+03   1.0285800e+02   3.6377000e+01   1.9000000e+00
   2.0090430e+03   1.0413200e+02   3.5709000e+01   1.9000000e+00
   2.0090431e+03   1.0669200e+02   3.5278000e+01   2.2000000e+00
   2.0090431e+03   1.0201000e+02   3.8474000e+01   1.6000000e+00
   2.0090440e+03   1.0642700e+02   3.7486000e+01   1.5000000e+00
   2.0090441e+03   1.0228600e+02   3.7517000e+01   1.7000000e+00
   2.0090444e+03   1.0616900e+02   3.5961000e+01   3.0000000e-01
   2.0090449e+03   1.0521700e+02   3.5889000e+01   2.1000000e+00
   2.0090452e+03   1.0395900e+02   3.6069000e+01   2.1000000e+00
   2.0090459e+03   1.0201100e+02   3.7831000e+01   4.0000000e-01
   2.0090465e+03   1.0201100e+02   3.7831000e+01   7.0000000e-01
   2.0090470e+03   1.0276100e+02   3.7621000e+01   1.7000000e+00
   2.0090471e+03   1.0665500e+02   3.5245000e+01   2.1000000e+00
   2.0090476e+03   1.0686800e+02   3.5027000e+01   1.9000000e+00
   2.0090486e+03   1.0488200e+02   3.7286000e+01   2.1000000e+00
   2.0090499e+03   1.0700800e+02   3.9570000e+01   3.4000000e+00
   2.0090508e+03   1.0331200e+02   3.6864000e+01   2.7000000e+00
   2.0090508e+03   1.0668100e+02   3.5451000e+01   1.8000000e+00
   2.0090511e+03   1.0576700e+02   3.5054000e+01   1.9000000e+00
   2.0090512e+03   1.0686100e+02   3.5239000e+01   2.0000000e+00
   2.0090513e+03   1.0212400e+02   3.8437000e+01   2.3000000e+00
   2.0090513e+03   1.0408600e+02   3.5762000e+01   2.0000000e+00
   2.0090514e+03   1.0495200e+02   3.7372000e+01   1.9000000e+00
   2.0090525e+03   1.0262500e+02   3.7495000e+01   2.0000000e+00
   2.0090533e+03   1.0201100e+02   3.7831000e+01   9.0000000e-01
   2.0090533e+03   1.0639400e+02   3.5100000e+01   2.0000000e+00
   2.0090534e+03   1.0488200e+02   3.7332000e+01   1.7000000e+00
   2.0090536e+03   1.0409000e+02   3.7190000e+01   7.0000000e-01
   2.0090537e+03   1.0409000e+02   3.7190000e+01   1.3000000e+00
   2.0090538e+03   1.0628400e+02   3.5218000e+01   1.3000000e+00
   2.0090539e+03   1.0409000e+02   3.7190000e+01   8.0000000e-01
   2.0090551e+03   1.0657600e+02   3.5346000e+01   2.2000000e+00
   2.0090562e+03   1.0252000e+02   3.7665000e+01   2.0000000e+00
   2.0090570e+03   1.0259200e+02   3.7529000e+01   1.6000000e+00
   2.0090571e+03   1.0666400e+02   3.5222000e+01   2.2000000e+00
   2.0090577e+03   1.0409000e+02   3.7190000e+01   1.2000000e+00
   2.0090578e+03   1.0276100e+02   3.7621000e+01   1.3000000e+00
   2.0090582e+03   1.0276100e+02   3.7621000e+01   3.0000000e-01
   2.0090584e+03   1.0276100e+02   3.7621000e+01   1.4000000e+00
   2.0090589e+03   1.0274000e+02   3.7455000e+01   1.8000000e+00
   2.0090593e+03   1.0201100e+02   3.7831000e+01   8.0000000e-01
   2.0090594e+03   1.0666000e+02   3.9902000e+01   2.0000000e+00
   2.0090596e+03   1.0679600e+02   3.5109000e+01   2.1000000e+00
   2.0090601e+03   1.0621200e+02   3.5960000e+01   2.2000000e+00
   2.0090605e+03   1.0229200e+02   3.7803000e+01   2.4000000e+00
   2.0090623e+03   1.0564500e+02   3.7386000e+01   1.3000000e+00
   2.0090625e+03   1.0276100e+02   3.7621000e+01   1.3000000e+00
   2.0090625e+03   1.0210700e+02   3.7907000e+01   1.8000000e+00
   2.0090633e+03   1.0617800e+02   3.5933000e+01   6.0000000e-01
   2.0090633e+03   1.0276100e+02   3.7621000e+01   8.0000000e-01
   2.0090634e+03   1.0591000e+02   3.7228000e+01   1.4000000e+00
   2.0090636e+03   1.0271800e+02   3.7522000e+01   1.9000000e+00
   2.0090636e+03   1.0277700e+02   3.7532000e+01   1.9000000e+00
   2.0090638e+03   1.0276100e+02   3.7621000e+01   9.0000000e-01
   2.0090645e+03   1.0617800e+02   3.6278000e+01   8.0000000e-01
   2.0090655e+03   1.0239900e+02   3.7857000e+01   1.7000000e+00
   2.0090660e+03   1.0276100e+02   3.7621000e+01   1.1000000e+00
   2.0090670e+03   1.0481100e+02   3.5570000e+01   1.6000000e+00
   2.0090687e+03   1.0283100e+02   3.8401000e+01   6.0000000e-01
   2.0090692e+03   1.0223500e+02   3.7541000e+01   1.8000000e+00
   2.0090707e+03   1.0201100e+02   3.7831000e+01   1.1000000e+00
   2.0090708e+03   1.0631000e+02   3.9737000e+01   1.6000000e+00
   2.0090710e+03   1.0201100e+02   3.7831000e+01   7.0000000e-01
   2.0090721e+03   1.0268700e+02   3.7441000e+01   1.7000000e+00
   2.0090723e+03   1.0399400e+02   3.8704000e+01   2.7000000e+00
   2.0090748e+03   1.0221800e+02   3.7491000e+01   1.5000000e+00
   2.0090757e+03   1.0274800e+02   3.7655000e+01   1.9000000e+00
   2.0090758e+03   1.0201100e+02   3.7831000e+01   6.0000000e-01
   2.0090759e+03   1.0201100e+02   3.7831000e+01   5.0000000e-01
   2.0090759e+03   1.0226200e+02   3.7559000e+01   1.4000000e+00
   2.0090759e+03   1.0276100e+02   3.7621000e+01   9.0000000e-01
   2.0090773e+03   1.0249400e+02   3.7775000e+01   2.3000000e+00
   2.0090776e+03   1.0200500e+02   3.7997000e+01   1.4000000e+00
   2.0090789e+03   1.0276100e+02   3.7621000e+01   1.1000000e+00
   2.0090816e+03   1.0201100e+02   3.7831000e+01   6.0000000e-01
   2.0090822e+03   1.0219000e+02   3.7576000e+01   1.6000000e+00
   2.0090842e+03   1.0220700e+02   3.8573000e+01   1.7000000e+00
   2.0090843e+03   1.0225500e+02   3.7816000e+01   1.7000000e+00
   2.0090845e+03   1.0201100e+02   3.7831000e+01   1.2000000e+00
   2.0090846e+03   1.0201100e+02   3.7831000e+01   1.3000000e+00
   2.0090848e+03   1.0530300e+02   3.7486000e+01   1.2000000e+00
   2.0090851e+03   1.0533500e+02   3.7527000e+01   3.0000000e+00
   2.0090857e+03   1.0529500e+02   3.7313000e+01   1.5000000e+00
   2.0090858e+03   1.0289200e+02   3.7595000e+01   1.6000000e+00
   2.0090866e+03   1.0226700e+02   3.7620000e+01   1.9000000e+00
   2.0090876e+03   1.0220500e+02   3.8583000e+01   2.4000000e+00
   2.0090884e+03   1.0627500e+02   3.7351000e+01   1.1000000e+00
   2.0090884e+03   1.0276100e+02   3.7621000e+01   1.7000000e+00
   2.0090885e+03   1.0286500e+02   3.6431000e+01   2.5000000e+00
   2.0090890e+03   1.0276100e+02   3.7621000e+01   1.3000000e+00
   2.0090894e+03   1.0276100e+02   3.7621000e+01   1.3000000e+00
   2.0090894e+03   1.0528800e+02   3.7477000e+01   6.0000000e-01
   2.0090897e+03   1.0261500e+02   3.7527000e+01   3.4000000e+00
   2.0090897e+03   1.0276100e+02   3.7621000e+01   1.7000000e+00
   2.0090897e+03   1.0276100e+02   3.7621000e+01   1.9000000e+00
   2.0090897e+03   1.0276100e+02   3.7621000e+01   1.8000000e+00
   2.0090897e+03   1.0276100e+02   3.7621000e+01   1.5000000e+00
   2.0090897e+03   1.0276100e+02   3.7621000e+01   1.4000000e+00
   2.0090897e+03   1.0259600e+02   3.7531000e+01   1.1000000e+00
   2.0090903e+03   1.0617600e+02   3.5877000e+01   6.0000000e-01
   2.0090903e+03   1.0214400e+02   3.8593000e+01   1.2000000e+00
   2.0090914e+03   1.0230100e+02   3.7533000e+01   2.7000000e+00
   2.0090915e+03   1.0262100e+02   3.7530000e+01   1.8000000e+00
   2.0090917e+03   1.0256100e+02   3.7369000e+01   2.0000000e+00
   2.0090918e+03   1.0255900e+02   3.7370000e+01   1.4000000e+00
   2.0090923e+03   1.0210400e+02   3.8457000e+01   2.2000000e+00
   2.0090924e+03   1.0260500e+02   3.7549000e+01   2.1000000e+00
   2.0090932e+03   1.0665700e+02   3.5236000e+01   2.4000000e+00
   2.0090938e+03   1.0651800e+02   3.9842000e+01   2.2000000e+00
   2.0090939e+03   1.0221700e+02   3.7590000e+01   2.7000000e+00
   2.0090943e+03   1.0618200e+02   3.8141000e+01   1.9000000e+00
   2.0090945e+03   1.0620600e+02   3.8115000e+01   1.3000000e+00
   2.0090963e+03   1.0210100e+02   3.7776000e+01   1.3000000e+00
